Article,Journal
9507139,Phys.Lett.
9211049,Phys.Lett.
9309148,Phys.Lett.
9311173,Phys.Rev.
9607112,Phys.Rev.
9704067,Phys.Rev.
9410064,Phys.
9502109,J.Math.Phys.
9809127,Int.J.Mod.Phys.
9812224,Nucl.Phys.
9507032,Nucl.Phys.
9610196,J.Math.Phys.
303048,JHEP
103157,Phys.Rev.
9608131,Class.Quant.Grav.
9812094,Phys.Lett.
9602148,Phys.Lett.
9808077,Int.J.Mod.Phys.
9708115,Phys.Lett.
2188,Nucl.Phys.
9907035,J.Math.Phys.
9306151,Mod.Phys.Lett.
9510017,Phys.Rev.Lett.
9912144,Nucl.Phys.
103119,Class.Quant.Grav.
9507167,Class.Quant.Grav.
9712078,Class.Quant.Grav.
9806134,Phys.Lett.
9201031,Phys.
9805001,Nucl.Phys.
9708061,Nucl.Phys.
7082,JHEP
9401057,Z.Phys.
9304044,Phys.Rev.
204088,Nucl.Phys.
9207103,Phys.Lett.
9410112,Class.Quant.Grav.
9910197,JHEP
9608013,J.Math.Phys.
9810208,Mod.Phys.Lett.
9603188,Phys.Rev.
9807142,J.Phys.
9411187,Nucl.Phys.
7079,Nucl.Phys.
9812191,Phys.Rev.
9703228,Nucl.Phys.
103200,Phys.Rev.
103058,JHEP
9303067,Phys.Rev.
9607124,Phys.Rev.
9712162,Phys.Lett.
6042,Lett.Math.Phys.
9411153,Annals
9211080,Phys.
201007,Annals
9606056,Phys.Rev.Lett.
9909029,J.Phys.
9609042,J.Phys.
9407088,Phys.Lett.
112180,Nucl.Phys.
9609068,Int.J.Mod.Phys.
9906227,Lett.Math.Phys.
201127,Class.Quant.Grav.
5223,Nucl.Phys.
9406062,Phys.Lett.
9901064,Fortsch.Phys.
9303178,Phys.Lett.
11253,JHEP
9704163,Nucl.Phys.
9702126,Nucl.Phys.
9603052,Int.J.Theor.Phys.
9711201,Nucl.Phys.
12198,Phys.Rev.
9312182,Phys.Lett.
8051,Phys.Rev.
9904014,Eur.Phys.J.
9703190,Mod.Phys.Lett.
9805047,Nucl.Phys.
9411176,Nucl.Phys.
3106,Int.J.Mod.Phys.
3285,Nucl.Phys.
9207097,Phys.Rev.
6097,Phys.Rev.
9902084,Nucl.Phys.
9812044,Phys.Lett.
9811162,Phys.Rev.Lett.
9509104,Nucl.Phys.
9701051,Annals
9412091,J.Phys.
9912123,Nucl.Phys.
9604065,Phys.Lett.
9709006,Mod.Phys.Lett.
9507126,Phys.Rev.
9806065,Phys.Rev.
9410031,Z.Phys.
9310138,J.Math.Phys.
9702133,Nucl.Phys.
107066,Nucl.Phys.
9706151,Nucl.Phys.
9412161,Phys.Rev.
9906190,Adv.Theor.Math.Phys.
9505049,Phys.
9701122,Phys.Lett.
9508054,Commun.Math.Phys.
111093,Phys.Lett.
9904205,Nuovo
9210121,Nucl.Phys.
9703052,Phys.Lett.
2242,Phys.Rev.
9503160,Int.J.Mod.Phys.
8038,JHEP
210038,Prog.Theor.Phys.
9810072,JHEP
107108,Class.Quant.Grav.
107179,JHEP
1013,Phys.Lett.
9807241,Class.Quant.Grav.
9702081,Phys.Lett.
9510221,Phys.Rev.
9911072,Phys.Rev.
212057,Phys.Lett.
9510188,Phys.Lett.
208022,Phys.Lett.
9708075,Nucl.Phys.
9209084,Mod.Phys.Lett.
201251,Phys.Lett.
9603061,Phys.Lett.
9709034,Nucl.Phys.
9507103,Mod.Phys.Lett.
110197,Prog.Theor.Phys.
105100,Phys.Rev.
7006,J.Math.Phys.
106201,JHEP
9404146,J.Math.Phys.
7189,Nucl.Phys.
9605105,Nucl.Phys.
9609198,Nucl.Phys.
9406029,Phys.Rev.
9612237,Phys.Lett.
9608005,Phys.Rev.
102211,Nucl.Phys.
9507005,Phys.Rev.
9707194,Phys.Lett.
205092,Phys.Rev.
110054,Phys.Rev.
9805147,Mod.Phys.Lett.
9210090,Nucl.
9902005,Phys.Lett.
9712056,Phys.Rev.
12049,Phys.Lett.
112151,Phys.Rev.
9506169,Nucl.Phys.
107147,Nucl.Phys.
104223,Class.Quant.Grav.
106027,Phys.Lett.
9604179,Nucl.Phys.
9307173,Mod.
207257,JHEP
108105,Phys.Lett.
9702130,Nuovo
107132,Class.Quant.Grav.
9505002,Nucl.Phys.
6180,Prog.Theor.Phys.
9232,Phys.Lett.
2187,Phys.Lett.
210101,Phys.Lett.
9210109,Phys.Rev.Lett.
6027,Prog.Theor.Phys.
4144,Phys.Rev.
9307125,Phys.
9511210,Phys.Lett.
9402016,Nucl.Phys.
9610120,Phys.Lett.
9704198,Phys.Lett.
9405108,Commun.Math.Phys.
9602165,Commun.Math.Phys.
9609105,Class.Quant.Grav.
9901006,Phys.Lett.
8215,Phys.Lett.
10289,Phys.Lett.
104115,Nucl.Phys.
9210007,Phys.
9811150,Phys.Rev.
9710197,Phys.Lett.
9204098,Phys.Lett.
9909178,Nucl.Phys.
9404058,Phys.Lett.
210275,Phys.Rev.
103042,Phys.Rev.
9607137,Phys.Rev.
9406034,Phys.Lett.
9704129,Nucl.Phys.
9710028,Int.J.Mod.Phys.
206205,Nucl.Phys.
9709091,Phys.Rev.Lett.
9603186,Phys.Lett.
111013,JHEP
9309138,Mod.
9706138,Nucl.Phys.Proc.Suppl.
9502048,Lett.Math.Phys.
9607226,Class.Quant.Grav.
9604188,Phys.Lett.
9807191,Phys.Rev.
9910059,Phys.Rev.
5153,Nucl.Phys.
110203,Mod.Phys.Lett.
106126,Nucl.Phys.
9604115,J.Math.Phys.
9709116,Nucl.Phys.
9801161,Phys.Lett.
9906033,Phys.Rev.
9701152,Nucl.Phys.Proc.Suppl.
6050,Commun.Math.Phys.
9506160,Phys.Lett.
9904093,Phys.Rev.
9506077,Int.J.Mod.Phys.
9505046,Nucl.Phys.
301120,JHEP
9606068,Commun.Math.Phys.
9903028,Nucl.Phys.
9408136,J.Phys.
9505088,Phys.
9508141,Nucl.Phys.Proc.Suppl.
9808103,Eur.Phys.J.
107039,Phys.Lett.
9702084,Nucl.Phys.
205029,Nucl.Phys.
107145,Phys.Lett.
9512006,Phys.Lett.
201196,JHEP
9707042,Adv.Theor.Math.Phys.
9303072,Phys.Lett.
9910097,J.Math.Phys.
9805074,Int.J.Mod.Phys.
9901163,Class.Quant.Grav.
7108,Phys.Rev.Lett.
201015,JHEP
9912283,Phys.Lett.
9506156,Class.Quant.Grav.
9803215,Class.Quant.Grav.
112113,Nucl.Phys.
9711157,Nucl.Phys.
9605043,Phys.Rev.
9411164,Int.
9901125,Phys.Lett.
9910017,Int.J.Mod.Phys.
3300,Phys.Rev.
9805028,Nucl.Phys.
9706101,Phys.Rev.
9910209,Adv.Theor.Math.Phys.
9802198,Nucl.Phys.
9705208,Nucl.Phys.
9902189,Phys.Lett.
9409186,Phys.
9804035,Phys.Rev.
9911093,JHEP
9910135,Phys.Lett.
9704183,Mod.Phys.Lett.
209014,Phys.Lett.
9902093,Phys.Rev.
9804034,Nucl.Phys.
112174,Fortsch.Phys.
9812164,Phys.Lett.
105112,Phys.Lett.
9906196,Phys.Rev.
9910244,Phys.Rev.
105007,Phys.Rev.
9084,Nucl.Phys.
9910109,Nucl.Phys.
9503062,Nucl.
9806239,Nucl.Phys.
103126,Phys.Rev.
9301003,Phys.Rev.
9809139,Phys.Lett.
9307095,Class.Quant.Grav.
9709041,Phys.Rev.
9712188,Acta
9708120,Phys.Lett.
9211108,Nucl.
9906113,JHEP
7197,Phys.Rev.
9406117,Phys.Rev.
2020,Nucl.Phys.
9703015,J.Math.Phys.
106162,Class.Quant.Grav.
9602098,Int.J.Theor.Phys.
9710026,Phys.Lett.
9912094,Phys.Lett.
9612240,Nucl.Phys.
103231,Phys.Rev.
9402023,Int.J.Mod.Phys.
9905138,Nucl.Phys.
3230,JHEP
9204027,Nucl.
9701094,Int.J.Mod.Phys.
8025,JHEP
207128,Phys.Lett.
110055,Fortsch.Phys.
203107,Class.Quant.Grav.
9704096,Nucl.Phys.
9604058,Mod.Phys.Lett.
9403058,Nucl.Phys.
9406157,J.Math.Phys.
9802061,Phys.Lett.
9606107,Phys.Lett.
9302078,Phys.Rev.
9902057,Phys.Rev.
9410101,Z.Phys.
9207034,Phys.Rev.
9709002,JHEP
9710109,Int.J.Mod.Phys.
9706103,Annals
9908114,Phys.Lett.
104202,JHEP
9502021,Nucl.
9201044,Phys.
9611119,Phys.Lett.
9801166,Phys.Rev.
9504033,Phys.Rev.
9803222,Int.J.Mod.Phys.
11241,Mod.Phys.Lett.
9310178,Prog.Theor.Phys.
9809024,Int.J.Mod.Phys.
9410200,Mod.Phys.Lett.
9312102,Annals
109208,Phys.Rev.
9806119,Phys.Lett.
9401118,Nucl.Phys.
107209,Nucl.Phys.
9404056,Phys.Lett.
11269,Nucl.Phys.
4052,Phys.Lett.
9203010,Mod.Phys.Lett.
2193,Commun.Math.Phys.
10107,J.Math.Phys.
110129,JHEP
203111,JHEP
9303065,Phys.
9807091,Nucl.Phys.
9806143,Phys.Rev.
9803124,Nucl.Phys.
9507143,Phys.Rev.
9608021,Phys.Lett.
9701190,Phys.Lett.
9201050,Nucl.Phys.
9704149,Mod.Phys.Lett.
9505175,Int.J.Theor.Phys.
9707224,Nucl.Phys.
9511163,Phys.Rev.
106199,Phys.Lett.
9401124,Int.J.Mod.Phys.
4005,Nucl.Phys.
1018,Nucl.Phys.
8232,Phys.Lett.
9606043,Nucl.Phys.
9604169,J.Math.Phys.
9612096,Nucl.Phys.
9506062,Phys.Rev.Lett.
9908123,Phys.Rev.
9609131,Annals
9803137,Phys.Lett.
206103,Phys.Lett.
9308113,Mod.
9603024,Annals
9212156,Mod.Phys.Lett.
9712105,Nucl.Phys.
210204,Phys.Lett.
210127,JHEP
9907044,Phys.Rev.
108015,Adv.Theor.Math.Phys.
9310188,Int.J.Mod.Phys.
9607149,Nucl.Phys.
9510009,Phys.Lett.
105286,JHEP
9608084,Phys.Lett.
9508042,Nucl.Phys.
9401153,Phys.Rev.
2057,JHEP
9509030,Int.
9705113,Phys.Rev.
204119,JHEP
2015,Mod.Phys.Lett.
9911125,Phys.Rev.
9808025,Nucl.Phys.
9810148,Phys.Lett.
9208010,Lett.Math.Phys.
9607200,Phys.Rev.
9301076,Commun.Math.Phys.
110189,JHEP
9702059,Phys.Rev.
9804118,Nucl.Phys.
9407074,Commun.Math.Phys.
9410159,Phys.Rev.
9709023,Nucl.Phys.Proc.Suppl.
9907101,JHEP
9304164,Phys.Rev.
9312008,Nucl.Phys.
201185,Phys.Rev.
9607177,Phys.Lett.
9405193,J.Math.Phys.
9312016,Lett.Math.Phys.
107175,Phys.Rev.
9301122,Phys.
9907176,Phys.Rev.
9910179,Class.Quant.Grav.
9401003,Class.Quant.Grav.
9810123,Nucl.Phys.
201240,J.Math.Phys.
9611068,Int.J.Theor.Phys.
9901068,Phys.Rev.Lett.
9706016,Phys.Rev.
203124,JHEP
205019,Nucl.Phys.
9808157,Phys.Lett.
9406144,Phys.Rev.
9710055,Annals
9410193,J.Phys.
9307168,Phys.Rev.Lett.
9203045,Phys.Lett.
205122,Nucl.Phys.
12222,Phys.Lett.
9811011,Mod.Phys.Lett.
104176,JHEP
12127,J.Phys.
9411039,Lett.Math.Phys.
10098,Class.Quant.Grav.
9511126,Nucl.Phys.
9905198,Mod.Phys.Lett.
9607073,Int.J.Theor.Phys.
9906226,Phys.Rev.
9402106,Nucl.Phys.
9303158,Nucl.Phys.
9811133,Nucl.Phys.
9203039,Phys.Lett.
9305174,Nucl.Phys.
9910160,J.Math.Phys.
9802013,Phys.Rev.
202075,Phys.Lett.
9707163,Nucl.Phys.
9506002,Nucl.
9209115,Mod.Phys.Lett.
9512172,J.Phys.
9210125,J.Phys.
9308085,Int.J.Mod.Phys.
9911113,JHEP
101171,JHEP
211079,Annals
9804087,Nucl.Phys.
109141,Phys.Rev.
112028,Phys.Rev.
9709141,Nucl.Phys.
12157,Phys.Lett.
9502151,Lett.Math.Phys.
9209034,J.Geom.Phys.
102036,J.Phys.
9511043,Phys.Lett.
9502156,Phys.
9709007,Phys.Lett.
9610180,Phys.Rev.
9902109,Phys.Lett.
9907108,Nucl.Phys.
1221,Phys.Rev.
209202,JHEP
9206041,Nucl.
9705185,Phys.Lett.
9310110,Mod.Phys.Lett.
208158,Class.Quant.Grav.
3038,JHEP
5086,Nucl.Phys.
211171,JHEP
111248,Nucl.Phys.Proc.Suppl.
9811130,Nucl.Phys.
111209,Nucl.Phys.
9512212,Lett.Math.Phys.
9607011,Phys.Lett.
9709165,Phys.Rev.
9605109,Phys.Rev.
9407166,Phys.Rev.
9902153,Phys.Rev.
9906154,Phys.Rev.
204143,Mod.Phys.Lett.
103236,Nucl.Phys.Proc.Suppl.
9904052,Phys.Rev.
203265,JHEP
9405173,Phys.Lett.
10262,Phys.Rev.
9160,Phys.Lett.
102205,Phys.Lett.
111128,Nucl.Phys.
103152,Nucl.Phys.Proc.Suppl.
204032,Nucl.Phys.
211125,Mod.Phys.Lett.
9711185,Nucl.Phys.
9502155,Phys.Rev.
9709111,JHEP
9405053,Phys.Rev.
1171,Phys.Rev.
9204018,Phys.
2084,JHEP
9807114,Phys.Rev.
204168,JHEP
9809184,Phys.Rev.
9805188,Phys.Lett.
9606135,Phys.Lett.
105063,JHEP
9505025,Phys.Lett.
12097,Int.J.Mod.Phys.
202150,JHEP
9611150,Phys.Rev.
210073,Phys.Lett.
9611238,Nucl.Phys.
9410228,Theor.Math.Phys.
203023,Int.J.Mod.Phys.
9512208,Phys.Rev.
301065,JHEP
9409009,Nucl.Phys.
204008,Phys.Lett.
9804065,JHEP
9608143,Nucl.Phys.Proc.Suppl.
9701130,Phys.Lett.
9806099,Commun.Math.Phys.
9610107,Phys.Rev.
9809009,JHEP
9806153,Eur.Phys.J.
9306147,Nucl.Phys.
9709144,Eur.Phys.J.
9905064,JHEP
9709178,Phys.Lett.
9302060,Int.
9609064,Phys.Rev.Lett.
9505129,Nucl.
105215,Int.J.Mod.Phys.
207067,JHEP
12252,Phys.Rev.
9906148,Nucl.Phys.
9408145,J.Phys.
9602085,J.Math.Phys.
9208054,Int.J.Mod.Phys.
9903269,Phys.Lett.
11048,Nucl.Phys.
104105,Nucl.Phys.
205243,Phys.Lett.
9509071,Nucl.Phys.
9906248,JHEP
9203047,Nucl.
9304104,J.Math.Phys.
9903262,Commun.Math.Phys.
9604165,Nucl.Phys.
9303109,Nucl.
9909007,JHEP
9803227,Phys.Lett.
9702046,Acta
11239,Class.Quant.Grav.
9801040,J.Math.Phys.
9807016,Phys.Lett.
9909140,Phys.Rev.Lett.
9812031,JHEP
9907024,JHEP
110170,JHEP
9612152,J.Geom.Phys.
9705147,Phys.Rev.
9804005,Int.J.Mod.Phys.
9309050,Class.Quant.Grav.
205238,Nucl.Phys.
9503093,J.Math.Phys.
102063,JHEP
9802188,Phys.Lett.
9508101,Mod.Phys.Lett.
9401085,Commun.Math.Phys.
9804141,Phys.Lett.
206089,Phys.Lett.
111049,Int.J.Mod.Phys.
9205072,Commun.Math.Phys.
9507130,Nucl.Phys.
101212,Fortsch.Phys.
9212120,Phys.Rev.
9811180,Nucl.Phys.
9711057,Phys.Rev.
9701015,Nucl.Phys.
10180,Phys.Lett.
9612159,J.Math.Phys.
9907188,JHEP
9308070,Phys.Rev.
9509045,Nucl.Phys.
9512084,Class.Quant.Grav.
212017,Phys.Rev.
9703086,Phys.Lett.
9304114,Commun.Math.Phys.
205291,JHEP
2200,Nucl.Phys.
9301125,Phys.Rev.
6037,Phys.Rev.
9612203,Nucl.Phys.
9402085,Phys.Rev.Lett.
9602022,Nucl.Phys.
9409110,Nucl.
9602102,Phys.Lett.
9803025,Phys.Lett.
9811166,Mod.Phys.Lett.
9912138,Eur.Phys.J.
9706150,Annals
9208066,Int.
9810207,Phys.Lett.
9711141,Int.J.Theor.Phys.
9509028,Phys.Rev.Lett.
9312122,Mod.Phys.Lett.
9703193,Mod.Phys.Lett.
9305172,Nucl.Phys.
9611088,Fortsch.Phys.
9511087,Int.J.Mod.Phys.
9711020,Fortsch.Phys.
9606113,Phys.Rev.
9311120,Nucl.Phys.
5109,Phys.Rev.
9703023,Nucl.Phys.
12148,JHEP
9205117,Phys.Lett.
9707181,Phys.Lett.
109084,JHEP
9904137,Nucl.Phys.
9310103,J.Phys.
9202089,Int.
212016,JHEP
9806041,JHEP
9712048,Adv.Theor.Math.Phys.
9901101,JHEP
2093,Annals
9907089,Phys.Lett.
4187,JHEP
9404092,Phys.Lett.
9412022,Phys.Rev.
9503179,Nucl.Phys.
112182,Nucl.Phys.
1034,Phys.Rev.
101037,Phys.Lett.
9510205,Phys.Lett.
9707246,Phys.Lett.
9909082,Nucl.Phys.
109005,Adv.Theor.Math.Phys.
9308110,Mod.
103187,Prog.Theor.Phys.
9307046,Nucl.
6236,JHEP
9510037,Phys.Lett.
210206,Phys.Lett.
107264,JHEP
9202092,Nucl.Phys.
9205024,Phys.Rev.Lett.
205300,Phys.Rev.
9504030,Phys.Lett.
9203032,Phys.
9411085,Int.J.Mod.Phys.
9503082,Phys.Rev.Lett.
9408142,Nuovo
5216,Mod.Phys.Lett.
110039,Nucl.Phys.
5128,Nucl.Phys.
7099,JHEP
9911180,Phys.Lett.
12042,JHEP
9606077,Phys.Lett.
111222,Adv.Theor.Math.Phys.
9712054,Prog.Theor.Phys.
9608022,Nucl.Phys.
9507054,Phys.Lett.
8075,Adv.Theor.Math.Phys.
103148,Phys.Lett.
207180,Phys.Lett.
12151,Phys.Rev.
9804051,JHEP
9501018,Phys.
209069,Class.Quant.Grav.
104122,Mod.Phys.Lett.
9306118,Nucl.
201076,J.Phys.
9310108,Mod.
9409109,Phys.Rev.
9809056,Nucl.Phys.
9902191,Nucl.Phys.
9706225,Phys.Lett.
2223,Nucl.Phys.
9502080,Phys.Rev.
9511218,Phys.Lett.
9307175,Nucl.Phys.
9902164,Nucl.Phys.
9805168,Nucl.Phys.
109187,Nucl.Phys.
9312169,Phys.Lett.
101052,Lett.Math.Phys.
9901035,Phys.Rev.
9411159,J.Math.Phys.
110066,Nucl.Phys.
9602067,Phys.Rev.Lett.
209111,Phys.Lett.
9401112,J.Math.Phys.
9405031,Mod.Phys.Lett.
9405188,Nucl.Phys.
9605171,Phys.Lett.
9412208,J.Math.Phys.
111109,Nucl.Phys.
4048,JHEP
104242,Phys.Lett.
9712084,Nucl.Phys.
9406061,Int.J.Mod.Phys.
202119,Phys.Rev.
7176,Phys.Lett.
9208030,Nucl.Phys.
9802031,Int.J.Mod.Phys.
9709030,Phys.Lett.
9210022,Phys.Rev.Lett.
9403181,Mod.Phys.Lett.
107258,Annals
9812046,JHEP
10268,Int.J.Mod.Phys.
9601159,Int.J.Theor.Phys.
9804092,Nucl.Phys.
9912245,Phys.Rev.
12215,Phys.Rev.Lett.
9712002,Lett.Math.Phys.
9312129,Commun.Math.Phys.
9609083,Int.J.Mod.Phys.
9906134,Phys.Rev.
6078,Phys.Rev.
209196,Phys.Lett.
9303123,Nucl.
210223,JHEP
9610071,J.Phys.
9812194,Nucl.Phys.
9805082,Phys.Rev.
9311166,Phys.
108227,Phys.Lett.
9601166,Phys.Rev.
9502049,Phys.Rev.
9906070,Nucl.Phys.
9507116,J.Math.Phys.
206084,Phys.Rev.
9511051,Phys.Lett.
9308044,Phys.Lett.
9907174,Int.J.Mod.Phys.
9206020,Phys.Lett.
9503025,Mod.Phys.Lett.
9801181,Phys.Lett.
205181,J.Phys.
103170,Adv.Theor.Math.Phys.
9812076,Nucl.Phys.
11016,JHEP
9901119,Phys.Rev.
9611147,Mod.Phys.Lett.
9707185,Int.J.Mod.Phys.
9505161,Annals
9609121,Phys.Lett.
207279,Phys.Lett.
9412130,Lett.Math.Phys.
9608086,Phys.Lett.
9306029,Phys.Rev.
205097,JHEP
9401002,Phys.Rev.
9712066,Phys.Rev.
9905125,Int.J.Theor.Phys.
4134,JHEP
9406214,Phys.Lett.
2032,Nucl.Phys.
9910185,Phys.Lett.
9610010,Phys.Rev.
108039,Nucl.Phys.
207070,JHEP
4128,J.Math.Phys.
9402132,J.Phys.
9412236,Nucl.Phys.
103010,Phys.Rev.Lett.
9212112,Phys.
9411204,Phys.
11096,J.Phys.
9807168,Phys.Rev.
9203071,Phys.Lett.
9603113,Mod.Phys.Lett.
9501052,Phys.Rev.
5150,Phys.Lett.
9801075,Phys.Rev.
204240,Nucl.Phys.
9707118,Nucl.Phys.
9706218,Phys.Lett.
9509109,Mod.Phys.Lett.
9903135,Phys.Lett.
111239,JHEP
207121,Nucl.Phys.
9311168,Theor.Math.Phys.
9501055,Class.Quant.Grav.
9509062,Int.J.Mod.Phys.
2061,JHEP
9505044,Int.J.Theor.Phys.
107160,Int.J.Mod.Phys.
9910101,Mod.Phys.Lett.
9512029,Class.Quant.Grav.
9302037,Phys.Rev.Lett.
9709151,Theor.Math.Phys.
9702118,Phys.Rev.
203204,Nucl.Phys.
9210033,Phys.
9410133,Phys.Rev.
9404020,Mod.Phys.Lett.
9805096,Nucl.Phys.
108124,Phys.Lett.
9512215,J.Math.Phys.
9204002,Nucl.Phys.
8039,J.Phys.
9705023,Nucl.Phys.
9901088,Phys.Lett.
9902122,Phys.Rev.
9502116,J.Math.Phys.
9501022,Phys.Rev.
9705241,Annals
9605010,Nucl.Phys.
9701115,Mod.Phys.Lett.
9507043,Int.J.Mod.Phys.
3226,Phys.Lett.
5218,Prog.Theor.Phys.
107005,Nucl.Phys.Proc.Suppl.
9403188,Phys.Lett.
211285,JHEP
9512157,Nucl.Phys.
9401036,Class.Quant.Grav.
9907003,Phys.Lett.
205247,Phys.Lett.
105087,Nucl.Phys.
9704001,Int.J.Mod.Phys.
9711060,Prog.Theor.Phys.
206071,JHEP
207174,JHEP
9211015,Phys.Rev.
9705123,Commun.Math.Phys.
9410121,Phys.
9704041,Phys.Lett.
112219,JHEP
9907204,Phys.Rev.
5045,Phys.Rev.
2191,Nucl.Phys.
9909132,Nucl.Phys.
9705158,Prog.Theor.Phys.
212014,JHEP
103163,JHEP
9702034,Phys.Rev.
9407132,Lett.Math.Phys.
9501122,Int.J.Mod.Phys.
9612221,Phys.Lett.
9904040,Phys.Lett.
9304116,Int.
9912229,Prog.Theor.Phys.
9902192,Phys.Rev.
9910157,Phys.Rev.
9608034,Nucl.Phys.
105174,Nucl.Phys.
9811171,Mod.Phys.Lett.
9022,Phys.Lett.
201148,Int.J.Mod.Phys.
9405130,Commun.Math.Phys.
103154,Phys.Rev.
203120,Phys.Lett.
9704059,Nucl.Phys.
9610088,Phys.Rev.
6210,JHEP
11159,Phys.Rev.
108068,Phys.Lett.
9710041,J.Math.Phys.
211201,Nucl.Phys.
9208047,Nucl.Phys.
9409035,Int.J.Mod.Phys.
9908070,Phys.Rev.
203072,Phys.Rev.
9706065,Phys.Rev.
9106,Nucl.Phys.
101129,JHEP
9184,Nucl.Phys.
9908136,Class.Quant.Grav.
9205103,Phys.
9809151,Phys.Rev.
9807071,Nucl.Phys.
9707132,Phys.Lett.
112128,Phys.Rev.
9211061,Phys.Rev.
105258,Nucl.Phys.
11117,Nucl.Phys.
2165,Int.J.Mod.Phys.
12081,Phys.Rev.
9711024,Nucl.Phys.
108185,Nucl.Phys.
9608100,Int.J.Mod.Phys.
9812071,Nucl.Phys.
9603031,Phys.Rev.
9205050,Phys.Rev.
9510108,Mod.Phys.Lett.
9202066,Mod.Phys.Lett.
9409161,Lett.Math.Phys.
10238,Phys.Rev.
111008,Mod.Phys.Lett.
2218,Nucl.Phys.
202090,JHEP
9208007,Commun.Math.Phys.
10196,Nucl.Phys.
9901083,Nuovo
9804095,Phys.Rev.
9304015,Nucl.Phys.
209067,Class.Quant.Grav.
9507111,Mod.Phys.Lett.
9506209,Phys.Rev.
9706221,Phys.Rev.
8003,Phys.Rev.
9306026,Nucl.
111140,Theor.Math.Phys.
9604113,Nucl.Phys.
9802032,Nucl.Phys.
9212086,Nucl.Phys.
8126,J.Phys.
202068,Phys.Rev.
208074,JHEP
9306019,Phys.
8128,Phys.Lett.
9307146,Phys.
202118,Phys.Rev.
9802103,JHEP
210251,JHEP
9802074,Nucl.Phys.
9604097,Nucl.Phys.
9601109,Class.Quant.Grav.
9605084,Prog.Theor.Phys.
202154,Phys.Rev.
9712211,Nucl.Phys.
11165,J.Math.Phys.
112221,JHEP
9312095,Nucl.Phys.
9604088,Mod.Phys.Lett.
9411092,Phys.Rev.
9703204,Phys.Rev.
7025,Phys.Lett.
205043,Nucl.Phys.
9805109,Nucl.Phys.
9812073,JHEP
9603093,Nucl.Phys.
11196,Phys.Rev.
1136,Int.J.Theor.Phys.
9811021,JHEP
9808177,Phys.Rev.
9307103,Int.
9505057,Int.J.Mod.Phys.
9401123,Lett.Math.Phys.
5142,JHEP
301169,Class.Quant.Grav.
9609082,Nucl.Phys.Proc.Suppl.
9304020,Phys.Rev.
9304083,J.Phys.
9411241,J.Phys.
9810018,Acta
9502126,Phys.Rev.
9909117,Annals
9411150,Phys.
9903202,Commun.Math.Phys.
9809113,Phys.Rev.
9212158,Phys.Rev.
9805191,JHEP
9608011,Int.J.Theor.Phys.
9606159,Phys.Rev.Lett.
9802082,Nucl.Phys.
205159,Nucl.Phys.
207005,Phys.Lett.
105211,Phys.Rev.
9307086,Nucl.Phys.
9506213,Phys.Lett.
9712089,J.Math.Phys.
9707027,J.Geom.Phys.
9063,Phys.Rev.
9801062,Prog.Theor.Phys.
106024,JHEP
9505149,Nucl.
9507079,Phys.Lett.
6176,JHEP
108073,Phys.Rev.
9607141,Phys.Lett.
9810216,Phys.Lett.
9506150,Phys.Lett.
9304074,J.Phys.
9707084,J.Geom.Phys.
207020,Phys.Lett.
10003,Phys.Rev.
9205088,Commun.Math.Phys.
9710198,Nucl.Phys.Proc.Suppl.
9603151,Prog.Theor.Phys.
12211,JHEP
10260,Int.J.Mod.Phys.
9312091,Acta
9811195,Nucl.Phys.
9709177,Phys.Lett.
202183,JHEP
210016,JHEP
103110,J.Phys.
9611092,Nucl.Phys.
9704123,Phys.Lett.
9707049,Nucl.Phys.
205182,Nucl.Phys.
105305,JHEP
204160,Phys.Rev.Lett.
9209027,Mod.Phys.Lett.
9912215,Prog.Theor.Phys.
207135,Phys.Lett.
9611219,Phys.Lett.
9802026,Phys.Lett.
3292,Phys.Lett.
9706071,Nucl.Phys.
9606193,Nucl.Phys.
9807119,Acta
12196,Nucl.Phys.
9909078,Nucl.Phys.
9801178,Phys.Lett.
9309058,Commun.Math.Phys.
112146,JHEP
9908126,Class.Quant.Grav.
110097,Lett.Math.Phys.
303054,JHEP
9809057,Int.J.Mod.Phys.
209110,J.Phys.
9809005,Eur.Phys.J.
9707200,Phys.Rev.
9210013,Nucl.
3066,Phys.Rev.
9801064,Phys.Lett.
4024,Mod.Phys.Lett.
9305007,Phys.Rev.
9706072,Phys.Rev.
9905228,Phys.Lett.
9812099,Nucl.Phys.
9609087,Phys.Rev.
9803163,Commun.Math.Phys.
206074,Nucl.Phys.
202124,Nucl.Phys.
207066,Phys.Lett.
204112,Phys.Rev.
9512209,Phys.Rev.
9801138,Phys.Rev.
9128,Phys.Rev.
11018,J.Math.Phys.
9512055,Phys.Lett.
9510041,Nucl.Phys.Proc.Suppl.
206070,Nucl.Phys.
9503145,Phys.Rev.
9609060,J.Math.Phys.
9708067,Phys.Rev.
9903231,Phys.Lett.
9905143,Class.Quant.Grav.
9805086,Phys.Rev.Lett.
9210052,Commun.Math.Phys.
203081,Prog.Theor.Phys.
7143,Mod.Phys.Lett.
9908143,Phys.Lett.
9203038,Phys.
9207093,Mod.Phys.Lett.
9910015,Phys.Lett.
103081,Nucl.Phys.Proc.Suppl.
9804204,Phys.Rev.
101065,Phys.Rev.
9506059,Phys.Rev.
9307027,Nucl.Phys.
9311128,Nucl.Phys.
